ADDRESS,pdq,MSE_EMA,MSE_ARIMA,MSE_GARCH,MSE_GJRGARCH
0xE0fBbD2e652f7Bef2a1372A62E83078358B1FBe6,2 1 2,0.0531711940639271,0.312230267398755,0.0629784595070774,0.0629828485321337
0xf07b2b77ccf8bbd83e8756fc13efa628c4198e52,0 0 1,0.00696812484847431,0.0147672224519689,0.00854693795458082,0.00852221545611239
0x05d3a7c56bf43ddde1f4fad6c681abcea78e1907,0 1 5,0.0146452815445271,0.0343567045036077,0.0199366416895312,0.0199226700763155
0xefb33715195bbcd3d0dbe2c450dd4546f9f04fa0,2 1 2,0.00912848701402303,0.0152816703035445,0.00909529371523963,0.00916928890260803
0x6bbe42bf39c9ffb31376eb64e0908d74eab5bdb8,1 0 1,0.13808996729686,1.21897299903772,0.165600640558372,0.165514106912939
0x93a493f10f11b6c4574eae1fcb4d12241174090e,0 0 0,0.00512472989604987,0.0124977190775696,0.00651888217383768,0.00685127286499674
0x445869e1aeaa5a7b594016e652fd572f3b1c1a2e,5 1 1,1.5024224280438e-05,1.24960553822452e-05,1.53904987830287e-05,1.53872788023051e-05
0xa50dda47dcecc659837d8341740ef7b59695ac1d,2 1 4,0.00012091478383448,8.17028036111647e-05,0.0001688980065431,0.000169046092764145
0x21635687b928cdf890602ff4685d6a1593f26097,3 0 0,0.0106703064779807,0.0298251861027926,0.012680833771191,0.0126810165120984
0x4ed2c56261bd182afd7a40b8ceb24f526b0e3fc7,0 1 1,0.000383296157724771,0.000494508702126565,0.000449573024237153,0.000455039124995562
0x25022e475407f4a5e0db591a306149211e95c1f0,2 0 2,0.765381356233405,64.8276344126505,0.933091510859357,0.918457335744098
0xf15ff189ab4741c1501af7896956731a21404736,1 1 2,0.0120750175303445,0.0334672456538613,0.0145901262541481,0.014534213669866
0x22b58bc1817a81590675d726767a21048e329a17,2 0 2,0.00519069029611841,0.00762478619779206,0.00639504183482803,0.00625130749797718
0x03dce0d23ec7ef0a297e4f0e3aec1f5fe34767e5,0 0 2,0.00914162276201898,0.0190753622976115,0.0108819683440493,0.0109369941158286
0x6df01853fc014065201d5b9ca57135f76142882d,4 1 3,0.00932188249774558,0.0485055302212517,0.0115754625776215,0.0123713933046483
0x8c1321c782c169aa93c7c211ed92956e84d2f3e8,0 1 1,0.0608434459208264,0.295078558510319,0.0726759125641944,0.0724753346820559
0xcee6fef92a637167a141c14984e82776fe06bce2,3 0 1,0.314739281336064,14.3571877021938,0.359153649981917,0.356328099161548
0x2c419c8b207b10b39673482d83caa3e11f3604c5,1 1 0,0.112408918139267,2.34955286438972,0.135132225439804,0.13302980246615
0x26013b787aac632a92483f669e2de85103ad2536,1 1 1,0.133994823958989,2.3026719884007,0.15904543511694,0.158918450550649
0xffd93569b883e25ee87fa515c77bf4f327d069f0,2 1 3,0.000357120254806691,0.000462330602796939,0.000427251119092634,0.00042753222531122
0x8876614f53a76eda03793e5487d37db35396688f,4 1 1,0.00608258800124618,0.0116147550063473,0.00771515121187377,0.00735501572554163
0xe96cedeb47fb2ac8371fbbb78721212ae41b1044,0 1 2,0.0537448505160429,0.17997463539364,0.0627497539740504,0.0628366963504685
0x79406b5ea49299fe74b171372f402e5f44ff6d71,0 0 1,0.00141467592250478,0.00205603130044683,0.00169430974543242,0.00166792342948925
0x240543929693333da0946cbf2597c099e4daa7cf,2 1 1,2.40130692181982,274545.432242274,2.95680363547741,2.69212978398177
0xd720fc3e6e36fbae705b697564b19b40aa5609fc,1 1 2,0.010200114909906,0.024605506795789,0.0124772283890766,0.0124625645988099
0x563d28dcf62ebf213d94dcc5a9ae9cf2c93dc891,0 0 0,0.00693063030706494,0.0129215135037249,0.00783359293687942,0.00756084611723384
0xacd946f138692806ebea68a1691d5a08e14b26a2,1 1 2,0.0316081330593783,0.0725672478948785,0.0342939545808668,0.034750370115481
0x37a9ee47bd779996d0a2d1b69b71119a133b9ddc,0 0 1,0.00137700632503112,0.0015950015912916,0.00144119411437015,0.00144138396071404
0x369d78d707909bfe5168891cf024fc979aea84c6,2 1 1,0.0105007241634981,0.027439810830461,0.0128767795628082,0.0128657789353385
0x690b9a9e9aa1c9db991c7721a92d351db4fac990,5 1 0,0.0223371572520006,0.475862584352111,0.0289027842496336,NaN
0xd1551333ea1acdfcbba74c3682f3d000ec10cf66,1 0 3,1.50217146373622,374.823709570721,1.76851424641906,1.76574784155302
0x18d89c1870a09ca4bdbbca4ee8300ef8616d61a5,3 1 2,0.00840414706077857,0.0114683224304104,0.00956786783578064,0.00945694483244889
0xe893976e58ae94d0f98a482be8e214c54f92159d,2 0 0,0.0790366936673772,2.1721569344465,0.090423406158752,0.0906479465123517
0x5f26b33c0a63df1ed0f0c5a2c39774524dbb6e6e,1 0 3,0.0895461283651073,0.44594255866135,0.107794711909709,0.107654280493449
0xfb15c9b4aef279d7e3c0feab1fc2d85f8cb16509,0 0 0,0.0145926932716611,0.0540498824819607,0.0179599052709949,0.017641419790715
0xbfbb51a6ccd6c05fb00b0164609dab03ca50ea72,0 0 0,5.07700279728781e-06,5.99009523142989e-06,6.38691197715193e-06,5.96555909680943e-06
0xaa578d9009505cbb40668d57ed5a1ddc35f34b8d,0 0 0,0.0426595847045276,0.787296968292771,0.0501442875889201,NaN
0x6b15cc3893fa1fce8eff9eb300c13933c90a5ef9,2 1 1,0.0647477282768989,0.563598105411208,0.0795483064246266,0.0785275112322541
0x2e49f47f5933dcb7d02b44518c8afcd5ffe60a4d,1 0 0,0.228500372621812,1.65234884921249,0.252727300841464,0.252345623056463
0x44d833cc6cfcec0980bb2f194e8656fadb9479b9,1 0 2,0.285130444072568,10.2984259371405,0.342952301861218,0.343018486776987
0xd8b75eb7bd778ac0b3f5ffad69bcc2e25bccac95,5 0 5,0.0507810950656623,0.688223097904677,NaN,NaN
0x3be7c932a5ebfc72860f83f4fcbe1a47173eb39b,0 1 1,0.0485690404225482,0.21712296098243,NaN,0.0579125341292857
0x9216f75e9aac5d14b5732170e51ddfc3afd674c8,0 0 0,0.0157978167085267,0.165971446556527,0.0195502161979613,0.0189443341169783
0x4aa68e07bdf2cafbd589697770ab4aac890579dc,3 1 1,0.0270573414317604,0.151800278414319,0.0330529750098634,0.0326438168277833
0xbced5f8a0095d2c41860f1387c01ebb5398de34a,3 0 0,0.00888006612811279,0.0170042537833456,0.010277618186495,0.0102783547853444
0x710bda329b2a6224e4b44833de30f38e7f81d564,0 0 4,0.0158955881749158,305.136738270984,0.0129152612888705,0.0353155777581983
0x109711d70c1a6bf8c5a04c9cb623aeaba347e178,0 0 0,0.0140136874136346,0.0272745388766191,0.0160162143431687,0.0153753269806588
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,5 1 0,4.70393788045679,5917060.6008135,5.56007066162332,5.56007641461569
0xe51341e05699ed92c4d0402f4e955862423d3aa8,2 1 1,0.170036834364946,2.40674918405135,0.191344763058201,0.190310672375634
0x50453363ed21240ead1a7dc1cc2ca1e09399f21d,1 0 1,0.0833949375978864,0.703428223138618,0.099812710693329,0.0995783881866855
0x481992e9b46f37c8a6b5cffe0fc421661640d28d,1 1 1,0.0128927077147735,0.0218341057622124,0.015417087045518,0.015411249380066
0xb45976856ee46a0fca57ba68e2e8cc1cd23662c7,1 1 1,0.000975823445922759,0.00137813494697475,0.0011630246603988,0.00116300508451519
0x06090d8ea7b76b7acc1571ce68bc780a13bc5c4d,0 0 0,0.0056256256825333,0.00991897999781334,0.00664131987498624,0.00666250716360763
0xb49e70e105de122a1f92f14e620828daf88e39af,2 0 1,0.00182235736185799,0.00382163383992779,NaN,NaN
0x3ebcf86449f774363a8ef6c41fa0620156228e45,0 0 0,0.00841034936041879,0.0144159777117122,0.0096567254503143,0.0112232157908398
0x7c7e4438e6786962ef5b06f700e914c2c71b5dfc,0 0 0,0.00733044011609886,0.0196367965768659,0.00879151264756425,0.00885892160286439
0xbaf47bc309903058cf87f9e82a437ab660f5aa98,0 1 4,0.0162877566670707,0.0763637563574471,0.0198564019422219,0.0197465974769373
0xbc30ed1183d137e1f04d2c2df42508511926e06c,1 0 0,0.0385889520827311,0.109234534036989,0.0442462678592377,0.0442251917655551
0xe9a94290c590c996c0564c9a648234874658c782,5 1 0,0.327947351805515,1820.89948812622,NaN,0.386843102392767
0xac9fab8329fbc8f34678048c74f67199f7c03824,1 1 2,0.0378754542030679,0.266638581756584,0.0468783866972924,0.045234432559818
0x21c87de6ab8c127b494349cd2de13e4f87424cdd,1 0 0,0.175223896035855,5.27610165474814,0.211885251838327,0.20061572972366
0x5366f3df6e8fa436779f96d54f6109040d5f824b,0 0 0,0.000483172140709878,0.000558840093555749,0.000537029616051487,0.000540749502420762
0x1d89cd19f10ed8d320fe0790126e792b838db4c2,2 1 1,0.134988327266542,0.651220911266717,0.136098933783025,0.127635333931163
0x4d8dc9959d42afeadea940698654622be9c4eb2b,0 1 1,0.000455818901985804,0.000507765910528184,NaN,NaN
0x1e81f5fc5e6856ff3d76ed349065d2055ffcf2b8,1 0 1,0.11046381248892,1.82213983783422,0.125089762315765,0.123049122339971
0x376c42a3665293e8da22c622f47b06112a1ffae1,0 0 1,0.0654449140061439,0.237726288049225,0.0794279399874487,0.0760345771882815
0xa23b32c453e29079a826d3b8a3843a9ef9472a21,2 1 1,0.0388766742971413,0.155764240650527,0.046797431682252,0.0467636291506561
