ADDRESS,SHARE_ZERO,MAX_VALUE,AVG_VALUE,MEDIAN_VALUE,PERIODICITY,ENTRIES
0x563d28dcf62ebf213d94dcc5a9ae9cf2c93dc891,0.6099290780141844,1.4,0.04290307185551064,0.0,1.910344827586207,423
0xacd946f138692806ebea68a1691d5a08e14b26a2,0.7914438502673797,2.0,0.10528409090909091,0.0,5.448275862068965,187
0x37a9ee47bd779996d0a2d1b69b71119a133b9ddc,0.5572998430141287,0.2,0.028435253241896462,0.0,1.376865671641791,637
0x369d78d707909bfe5168891cf024fc979aea84c6,0.4978138663335415,2.0,0.07156929222768561,0.0,1.1650879566982408,1601
0x690b9a9e9aa1c9db991c7721a92d351db4fac990,0.0007,36.53754998301867,0.1480689156222354,0.07319984333069521,0.0007005604483586869,10000
0xd1551333ea1acdfcbba74c3682f3d000ec10cf66,0.5919732441471572,150.0,7.43554553425023,0.0,1.7592592592592593,299
0x18d89c1870a09ca4bdbbca4ee8300ef8616d61a5,0.6079923882017126,0.8,0.06808967105384248,0.0,1.6879795396419437,1051
0xe893976e58ae94d0f98a482be8e214c54f92159d,0.5446985446985447,19.248701833288546,0.2387665477608423,0.0,1.6843575418994414,962
0x5f26b33c0a63df1ed0f0c5a2c39774524dbb6e6e,0.737218251786696,8.0,0.26275202844509454,0.0,3.237762237762238,1819
0xfb15c9b4aef279d7e3c0feab1fc2d85f8cb16509,0.6412884333821376,3.328,0.05370171744052193,0.0,2.1187214611872145,683
0xbfbb51a6ccd6c05fb00b0164609dab03ca50ea72,0.9314775160599572,0.04,0.00037472157127379087,0.0,23.57894736842105,467
0xaa578d9009505cbb40668d57ed5a1ddc35f34b8d,0.8888888888888888,12.0,0.09978705328251432,0.0,11.6,189
0x6b15cc3893fa1fce8eff9eb300c13933c90a5ef9,0.3008474576271186,14.3,0.2389977423488214,0.032026844260878,1.9488636363636365,2596
0x2e49f47f5933dcb7d02b44518c8afcd5ffe60a4d,0.8101010101010101,11.820765460314306,0.4887771303086536,0.0,4.709302325581396,495
0x44d833cc6cfcec0980bb2f194e8656fadb9479b9,0.5093632958801498,102.0,0.916860041411711,0.0,1.3576158940397351,2136
0xd8b75eb7bd778ac0b3f5ffad69bcc2e25bccac95,0.4684,17.73855307799794,0.14812811992357935,0.0,2.605664488017429,10000
0x3be7c932a5ebfc72860f83f4fcbe1a47173eb39b,0.45508100147275404,8.0,0.16318832822168947,0.01,0.8666361136571953,4074
0x9216f75e9aac5d14b5732170e51ddfc3afd674c8,0.4571235651586766,14.392389636723875,0.0719764845188143,0.01,0.8523153942428036,1481
0x4aa68e07bdf2cafbd589697770ab4aac890579dc,0.49361702127659574,8.0,0.09785273390523694,0.0,1.0994413407821229,1880
0xbced5f8a0095d2c41860f1387c01ebb5398de34a,0.35294117647058826,1.15,0.07473626835996071,0.03,0.7488789237668162,391
0x710bda329b2a6224e4b44833de30f38e7f81d564,0.9983,1670.0,0.3013380214879858,0.0,713.2857142857143,10000
0x109711d70c1a6bf8c5a04c9cb623aeaba347e178,0.5763888888888888,1.0,0.06332882300796318,0.0,1.4827586206896552,144
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0.0,84994.33012,510.0318969519541,41.995,0.0005003001801080648,10000
0xe51341e05699ed92c4d0402f4e955862423d3aa8,0.32956152758132956,29.266822581200657,0.6719868521375796,0.0955,0.8320373250388803,3535
0x50453363ed21240ead1a7dc1cc2ca1e09399f21d,0.5197368421052632,13.8,0.2675512275258841,0.0,1.1963855421686747,1824
0x481992e9b46f37c8a6b5cffe0fc421661640d28d,0.43146417445482865,0.7,0.14777163779527558,0.11,0.7905027932960894,642
0xb45976856ee46a0fca57ba68e2e8cc1cd23662c7,0.5761396702230844,0.4865,0.016154007871077486,0.0,1.7913279132791329,1031
0x06090d8ea7b76b7acc1571ce68bc780a13bc5c4d,0.4172661870503597,0.8943278752476003,0.059025306661336784,0.01,0.9166666666666666,139
0xb49e70e105de122a1f92f14e620828daf88e39af,0.5217391304347826,0.485153828587608,0.02834136562408341,0.0,1.472972972972973,184
0x3ebcf86449f774363a8ef6c41fa0620156228e45,0.3695652173913043,1.1,0.0707625519835909,0.01,0.90625,184
0x7c7e4438e6786962ef5b06f700e914c2c71b5dfc,0.49777777777777776,2.0,0.04849536563742254,0.0,1.1179245283018868,450
0xbaf47bc309903058cf87f9e82a437ab660f5aa98,0.46358292869920775,7.1,0.060750324029237225,0.00045759901959922247,1.0964630225080385,3913
0xbc30ed1183d137e1f04d2c2df42508511926e06c,0.38499184339314846,2.5,0.18790217156844055,0.075,0.7047353760445683,613
0xe9a94290c590c996c0564c9a648234874658c782,0.8842794759825328,835.9,3.1276850323465455,0.0,10.743589743589743,458
0xac9fab8329fbc8f34678048c74f67199f7c03824,0.5794223826714802,6.02,0.12624980249884976,0.0,1.6634615384615385,554
0x21c87de6ab8c127b494349cd2de13e4f87424cdd,0.5847255369928401,25.0,0.4904458723947269,0.0,1.4792899408284024,419
0x5366f3df6e8fa436779f96d54f6109040d5f824b,0.44808743169398907,0.10256491258124216,0.01947352236791306,0.009000000000000001,1.1666666666666667,183
0x1d89cd19f10ed8d320fe0790126e792b838db4c2,0.46368715083798884,5.3,0.3833031773959476,0.011655792273014276,1.144578313253012,179
0x4d8dc9959d42afeadea940698654622be9c4eb2b,0.5304878048780488,0.14415614,0.01202574021170456,0.0,2.6222222222222222,164
0x1e81f5fc5e6856ff3d76ed349065d2055ffcf2b8,0.7566265060240964,18.0,0.2915355189915179,0.0,4.32051282051282,415
0x376c42a3665293e8da22c622f47b06112a1ffae1,0.5349887133182845,3.8,0.2126357529920673,0.0,1.6626506024096386,443
0xa23b32c453e29079a826d3b8a3843a9ef9472a21,0.4867529266789895,7.35,0.15052442058712107,0.0,1.1187989556135771,1623
0x382ffce2287252f930e1c8dc9328dac5bf282ba1,0.8386,78.45068991885621,0.45376243859017656,0.0,5.230529595015576,10000
0x49211358959e541ce2fb8e3fbae2fb28b6dfded8,0.4727272727272727,0.838,0.05485307068037916,0.0,1.1372549019607843,110
0xc58e4434a4ba1fd220b7d3be82fd5383ca695172,0.7615894039735099,8.4,0.11659456745222556,0.0,3.870967741935484,453
0x04bda42de3bc32abb00df46004204424d4cf8287,0.9087078651685393,95.0,1.3770568275292048,0.0,9.946153846153846,1424
0xf48624c430ed4490c80c0b42ae0f5114bb3d7438,0.23577235772357724,0.79,0.03893860868347078,0.009196684303124255,1.4307909604519775,1722
0x87e897fe3270ceaf6d6fda5d7244a9656814d4c4,0.58203125,2.785523493640249,0.02701465853359056,0.0,1.8707865168539326,512
0x96ca4f45cdcf94fec3d463ebbfbb05fc8632315b,0.8765432098765432,6.25,0.07491559917607085,0.0,12.5,162
0x97948dab8bed6bdce22a0fc54afda546e982a35c,0.3191489361702128,0.267,0.020360833101014244,0.003,0.9183673469387755,282
0xfc0dd62f2ebbf83d8849bee6f2ddd8e609230405,0.5265866209262435,1.5,0.04582852851125468,0.0,1.2913385826771653,583
0x36c28fcaf92133c823e526da41c1d2ea6421a290,0.5910276473656755,1.5,0.02139218476537252,0.0,1.6323377960865089,7668
0x6c5f34951b38629952015e63e0583d507d89f156,0.529045643153527,2.5,0.08586874534157907,0.0,1.337378640776699,964
0x05bd8ee915a58ea9bd5d1d64a15bc1e462d555bf,0.3620689655172414,0.2722897800397997,0.011814409745772903,0.00069,1.1009174311926606,232
0xf167721b65ae5830708db0abc01525e463924889,0.375,2.5,0.09859525352005725,0.002,0.9104477611940298,128
0x822fc93407c81ba1401838cb2991130d2be36a94,0.4505128915996673,50.0,0.8666326891642298,0.3112,0.8217171717171717,7214
0x71042f6b3aaae4b7cceaa0abee9b151a0c109cc0,0.6072664359861591,7.0,0.04571203086529849,0.0,2.600207684319834,3468
0x271adfa12de6894ea3f38e1148aa07d0f21fb9a8,0.5231481481481481,50.0,1.7379763035590978,0.0,1.3118279569892473,216
0x4998ed47d1934dfff0fc507ba42e8c9551d04354,0.4813477737665463,1.84,0.08343752419353093,0.0,1.178477690288714,831
0x417ac1bce3d92218148e2c969aef72c33a614f5b,0.533256880733945,1.6,0.05261052153753632,0.0,1.4674220963172804,872
0x1f9090aae28b8a3dceadf281b0f12828e676c326,0.0002,30.827510033945195,0.1255491761607855,0.04995658887292144,0.00020006001800540162,10000
0x2db8a54c3d3b16146efaf7b9a776d94e259c8d80,0.699581589958159,16999.999515525546,213.45489513573517,0.0,6.155688622754491,1195
0xbc95817b684b7ee76acf36e3da60c60bfa20c57a,0.4967197750702905,2.1,0.0558037545665168,0.0,1.110891089108911,1067
0x4af257c9e8713df30c73f491785493d5a6d4e937,0.547244094488189,2.1,0.05802547965895245,0.0,1.4576271186440677,1016
0xa2f528ec044f0989e66d48f290c79357466c7762,0.577079107505071,0.7,0.022780074999024805,0.0,1.4261083743842364,986
0x4e98e4bbe67bbe2a78dfeabfc7712b13fcc02135,0.9862068965517241,0.9948037471020725,0.006908359354875503,0.0,71.5,145
0xa305fab8bda7e1638235b054889b3217441dd645,0.0678,1097.10115,16.649612575059695,1.86340755,2.4107813033094505,10000
0x1aebd3cc5c69c9a901302922b6e532c233c99363,0.4766355140186916,1.5,0.023720980566117125,0.0,1.3499267935578332,1605
0xca7d36e15cb7b8667eb1e60b1f329f911922f6f5,0.5627705627705628,2.5371242007584005,0.07768197190930602,0.0,1.3282828282828283,462
0x9ec4ffb991d7bc3fa30e0447a83e7a018b8525aa,0.5761904761904761,0.13235993363128937,0.016219170379752377,0.0,1.4022988505747127,210
0x98355f02ce847a286e9dd2271b98896ab17d8201,0.5441356763383736,14.0,0.12055622232488265,0.0,1.2215161143894688,9788
0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,0.0,208.0,0.22785844081190837,0.07181177304111612,0.00020006001800540162,10000
0x967a4acee7c66ea422658408ba47c8f5528fe997,0.6841448189762797,353.51731238549206,4.368884718396352,0.0,2.8509615384615383,801
0xb9c554f508dc232ff54e07b81cbae3b9a3bd80b7,0.5483870967741935,1.0,0.024775757466703578,0.0,1.31044776119403,775
0xdc3df567f47cf98d8aaf8d009df84ecf9e7fa00b,0.47418738049713194,1.02,0.06604637313801856,0.0,1.3214285714285714,523
0x167ddff2b9210309740f82127f10360a3da33d62,0.500805152979066,1.0,0.023837113043478263,0.0,1.3433962264150943,621
0x2c99d50eb4daa1d26b5ba0b1daab58cbfc0ac3e6,0.866581956797967,200.0,3.3388252125337043,0.0,8.8375,1574
0xc8e1f4ac50d7d41ce3daa47dd8ae5bd884b4e30f,0.5786858089453341,2.5,0.04680685482090187,0.0,1.6839762611275964,1811
0x3230dc9a4403c2a5eb61b979cf78cb0eed9fa1d9,0.33853006681514475,3.283,0.062130265409133585,0.002511,0.8285714285714286,449
0x012798bea698f4fa4bba0711b4566c83acf2e6db,0.5048543689320388,0.5,0.027649890076076766,0.0,1.4523809523809523,206
0xf3abc13db2ca83c2fc3b5e84384c95067a441531,0.4963235294117647,1.0,0.10924178167463551,0.0,3.370967741935484,272
0x8ef5629ef87731e678c377628f4c4c9a23ec4bcd,0.5022653721682848,9.0,0.100941666519771,0.0,1.1172035640849898,3090
0x8c55b4c79cf801565a54af83635c54dfac22fa1e,0.4057142857142857,4.790928030249254,0.35252578745291724,0.40878302374729286,0.6843373493975904,700
0x3727cfcbd85390bb11b3ff421878123adb866be8,0.695353982300885,2179.720657805245,33.78641659811422,0.0,3.484126984126984,4520
0x0c3e65fc5536c99218d5b3a04c5951e738145a6c,0.9352678571428571,0.1,0.0013092769107478567,0.0,14.964285714285714,448
0x7a5a7f70dd659cc676c65ad1a5c2f16dfceeeabe,0.5658914728682171,0.199685,0.01861417184172162,0.0,1.2857142857142858,129
0xa3150586991cdc8663aaba7df13a37c85d10f22a,0.7757847533632287,30.36,0.5359358633695951,0.0,8.284210526315789,892
0x8d30a19f61dc6b10eb053a02027917eb82413683,0.6845794392523364,2.451169415032843,0.07868485384232082,0.0,3.237623762376238,428
0xa06c7fd1b46c87e6815a590c70aea176451f25ff,0.555815768930523,6.0,0.0647230417641524,0.0,1.255281690140845,5124
0x49ec49276bac2b04613073acf7dc28d7371a7be0,0.41596638655462187,3.7,0.09349345024668067,0.0078,1.0256410256410255,238
0x2480ad04d486b59e2820df887a8069c6c6143469,0.4049586776859504,0.962,0.09323151853496363,0.01870592414948769,1.2222222222222223,121
0xc90d3aa97fe09c791314b7eece6363b71f2356a0,0.22839506172839505,65.0,3.2219409292151004,1.0,0.296,162
0x1a23c4272309cffdd29ce043990e96f0b37c7063,0.6563706563706564,0.173334,0.0069304200000000005,0.0,2.225,259
0x3ab6c3a9c075189689b6b8c59324df9fcd65c4b3,0.28125,0.96022232,0.03200070790465993,0.01,1.1837606837606838,512
0x295795b8d82d63ad51e901680aca0d1df4ce0ec1,0.3690773067331671,2.65,0.09989429056649085,0.005,1.4539877300613497,401
0x94debc57081c4c58dd69f4dfce589b82fc3c2866,0.5716775599128541,14.237074543089877,0.146011370713577,0.0,1.8112745098039216,2295
0xd59656fa517bd5c3dc3588ff6b1dcdb4228139f5,0.6427480916030535,15.3,0.1671432479296083,0.0,2.0045871559633026,655
0x8745d208d684a61a5023b9a96c1f28890d20a064,0.6234325285420176,11.038781866000534,0.052824284296022914,0.0,1.8990775908844275,5343
0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,0.7709038182696955,450.0,1.7671771821009716,0.0,3.597777777777778,4138
0xd64add05ea152f2bf3ee7b05a7610c54b829d69a,0.2696078431372549,10.230253957212772,0.2067658700286915,0.032,1.437125748502994,408
0x82144c5930321f57e5d6f97ba5f9e9875e3d608b,0.5606060606060606,19.92,1.3730511871946247,0.0,2.5405405405405403,132
0xd0da2d7e86234560c2e29e1e8304455dfd8d16b8,0.596652719665272,4.4,0.11973120655932099,0.0,1.8428571428571427,1195
0x3dac8d546eff13ab83d683b17aa9d74c93bd5497,0.46686746987951805,2.99,0.10756928837122684,0.0,1.565891472868217,332
0xb9139ac5ec8e2e76e788eb155c1cb9ced4c52717,0.5936507936507937,15.0,0.8735363744707433,0.0,2.1717171717171717,315
0x7a9fe22691c811ea339d9b73150e6911a5343dca,0.791303400174368,1000.0,1.071813979175057,0.0,4.388138578978274,9176
0x540c14442955446b710c2ad9622866e8452fca5d,0.43771626297577854,41.0,0.7835018884703091,0.0,1.3884297520661157,578
0x96c195f6643a3d797cb90cb6ba0ae2776d51b5f3,0.747907949790795,38.2,0.6265888520326044,0.0,2.9791666666666665,956
0xd35ff32bd5393b49a31594524614dc9eeff8c45c,0.4128,1.508,0.06679077210100952,0.007,0.827485380116959,625
0xee547a830a9a54653de3d40a67bd2bc050daed81,0.8702229299363057,66.88,0.4156645737164073,0.0,7.044871794871795,1256
0x0f2c40e48e875193c5031687917be6436a986ada,0.5,0.64,0.06755585754056197,0.0,1.5454545454545454,308
0xb778ddef6cb50d61b81a6ad60fdbf9c4668585e9,0.4694835680751174,0.045,0.002925315889478772,0.0,1.309782608695652,426
0xdd1a79c4c5b1abe31d1b9791647abdf6d8b64f6c,0.18275418275418276,0.58,0.026354104259336347,0.0198755882985815,0.7017543859649122,777
0x3a1d526d09b7e59fd88de4726f68a8246ddc2742,0.9381695170080812,27.5,0.06716074500863332,0.0,15.42283950617284,5321
0x64554e5da3676917468d215d735c1873c014ae6c,0.4875717017208413,3.0,0.1833612140106373,0.005,0.9923664122137404,523
0xd10d159f57503edb694644d4cee296267be54208,0.4769736842105263,0.88,0.06044251476498343,0.0,1.9134615384615385,304
0x656c793b7f6614e64b0b06dde383ab7053c8c43a,0.4167055529631358,4.375,0.06131748159072798,0.0,2.7578947368421054,2143
0x452fcd9f73a5f09f6b6be34b708e4c2b7d8fc46b,0.6242857142857143,6.1,0.12650807546789025,0.0,1.9639830508474576,1400
0xf35e2c2534d90721219ac3f103cb1df7bb6771d4,0.5226400613967767,1.68,0.05102027584309366,0.0,1.1582435791217895,2606
0x4025d0dafd93d8a9872ce14ed692ccef1f5840d5,0.49433218334154755,44.96577595434556,1.3050995291049687,0.0,1.4328537170263789,2029
0x633f28225291fbd27eafba13ff7a74c21e10664b,0.3589375448671931,58.21413306901579,1.245432397851333,0.3925,0.5950744558991982,2786
0xe448aa9426299c550b2797b56ea13d997adf5474,0.3986013986013986,3.2,0.15740711451655062,0.0,1.6635514018691588,286
0x711aa74ced82d38484b7c2bd2e5d2a1f34dc6d12,0.6829268292682927,1.54,0.041160193107303115,0.0,4.3478260869565215,246
0xea991ed26131b49df4c5e0ab953c4a844036194a,0.45707656612529,3.0,0.06025899478054869,0.004235,0.9028697571743929,862
0x318b4ef7d225d1ebeca385fa73535442b5be4c50,0.48130841121495327,2.5,0.0735029057017573,0.0,1.986013986013986,428
0x0fa7c93459be85fe2b72728ec4260e41d12b0b1e,0.5940740740740741,2.4567,0.1070218917237597,0.0,1.7622950819672132,675
0x38fccc4ed695dab2033f62d3df1ed315fe700610,0.4786786786786787,14.0,0.24366877919792654,0.0,1.2639455782312925,1665
0x066003c1493a346357af15158cd985b4a6e29d3f,0.6888260254596889,0.28999999,0.0035971630310158253,0.0,4.693548387096774,707
0xdf509d252232e4f5dde22d010995940f3857d7f3,0.5052002080083203,13.0,0.07750449618386444,0.0,1.0533902829684998,3846
0x6fc221ae4d9d734fdd5f796335d034c9c65b1e51,0.5311284046692607,1.0,0.0504271981700141,0.0,1.3212669683257918,514
0x59d80be6c5ac199d2d6445108504b5992ec3fb90,0.6380597014925373,30.94,0.5259570765258212,0.0,1.8210526315789475,268
0x223f4726cb4a7fcd02d742751811cc907552fe67,0.5769230769230769,36.0,4.292730943825827,0.0,1.5833333333333333,156
0xb8925d5176610153fdd6a2881499e864e7a41c1b,0.3888888888888889,0.040531934414904526,0.004998986614838732,0.003,0.7123287671232876,126
0x85080579f9eb7256cc9b5308420656efbc6ceaf9,0.37028301886792453,2.2,0.07531522330165667,0.01604362,0.8197424892703863,424
0x36ab75710650754c32e4850d2ad050849ebb5899,0.5811,16.0,0.10702825556609272,0.0,1.6096033402922756,10000
0xf39d0785e3f6e8e0fe1fb78a1dd96aa8cacc038c,0.4834,10.0,0.5159820530570628,0.14103608170826962,0.9457092819614711,10000
0x712f58133158e764a3f97e5fa77645b58efa1a12,0.5689075630252101,23.0,0.11955596632550153,0.0,1.4843423799582462,1190
0x2a0a81e257a2f5d6ed4f07b81dbda09f107bd027,0.12679067778490485,80.0,0.6673017315093777,0.434873030864993,0.14521856250765275,9354
0x80281d33b56231ea95a5b8f61cfd91ca052c7b5a,0.8735440931780366,6.2,0.07169995294033321,0.0,7.450704225352113,601
0x202c05cf01d9db2b44b50ba7827a001755305591,0.47115384615384615,5.0,0.12719327562701283,0.0,1.4266666666666667,728
0xad5712b077e538ffec62626f539a16831bad5f98,0.2344582593250444,1.788691970739065,0.06689948684302953,0.04,0.6252707581227437,2252
0x0d182abb31c5c5060502bec2c4153f9747e598bb,0.34355828220858897,3.4122808661677477,0.07003697147472625,0.008,0.8111111111111111,1141
0xf158c21e0365246a35fd2c7fe96d962f396fa95d,0.5576923076923077,0.25,0.017280842525334145,0.0,1.59,260
0xcc88036fa05c86129bf66260c2a905ab2c7b663c,0.9906,9.8254,0.011134459676309452,0.0,207.33333333333334,10000
0xcc44812bc844fd1bd213c21df7acc100a6975f23,0.3825503355704698,1.07,0.045500995620113865,0.01246773745355731,1.1346704871060171,1490
0xde4ba164e6b69951d60c975507009dab59fb7119,0.45935919055649244,30.0,0.34835812094749485,0.1,0.8577694235588973,2965
0xdc03e01fd6408d706cd5b7603660c54d94287ec7,0.41721854304635764,0.5,0.05320200233469525,0.0,1.5862068965517242,151
0x74dec05e5b894b0efec69cdf6316971802a2f9a1,0.5467,988.0987547809149,1.829151185562213,0.0,1.2319196428571428,10000
0xf076c8801da1ea800af216dfbfc36673e42e5484,0.6426690079016681,17.1,0.20797494184902646,0.0,2.4831804281345566,1139
0x92f05c7f2e6acb22113ba2a407c155a6d1e582f0,0.0,0.08261543,0.015839574849498328,0.01394892,0.046822742474916385,314
0xfd926fbfe1e07acb7dfab4a0b53f39854df1057f,0.09528907922912205,3.12,0.10293256145292486,0.05,0.5654362416107382,934
0x9754a91ad0a9c84ac4649e10cb051cb2870a6412,0.45225863596102744,4.0,0.1317042967214084,0.0098,1.1770150404936368,5645
0xbaf6dc2e647aeb6f510f9e318856a1bcd66c5e19,0.0,89.17013170196508,0.0970501495085818,0.03507555445485307,0.0005003001801080648,10000
0x30aa4ae594b61cebf388c9c1094bab479cf10bb1,0.5235632183908046,85.5,0.2063057211701894,0.0,1.4857142857142858,1740
0xc19b11e2540dc903ea59f9b5ead590e548a0f06a,0.5496470588235294,12.0,0.16966121044707247,0.0,1.3918918918918919,2125
0x3abee31d40deae2e4f319e2faaf6f9a6c4cecdc4,0.6287128712871287,2.0,0.0588643025454516,0.0,4.025,202
0xad950babed19971577dac5a7eb662923da771eed,0.5756638308842486,339.0,0.25069889263131206,0.0,1.77,3879
0xa961212b8e5dd758a8ea2c8efac122901b9ab332,0.44974093264248705,5.0,0.35365882461498005,0.01,1.1711711711711712,965
0x59b2ade3d6917b1fa8c5fed3e585984306b06b21,0.5793650793650794,0.55,0.033738558544893014,0.0,2,126
0x2c98d5f956bed1ff7dd5523901b28233f8a0e13d,0.7450199203187251,7.3,0.20942995347863436,0.0,3.310344827586207,251
0x86ed63fb1c86a8965b6ab45d9efa7c3ab02517dd,0.4098939929328622,0.7,0.03339654185597829,0.0002999,1.3898305084745763,283
0x035c9c507149fa30b17f9735bf97b4642c73464f,0.4034042553191489,4.706574856008776,0.08945072391534985,0.01,1.2884990253411306,1175
0x636f913ff1c25cc1aba59b5ace8ca1dd696b101f,0.36324786324786323,0.5,0.052902709658536586,0.0198,0.9416666666666667,234
0x7c7b50fe5aaf1692a2567c7ed5b8e8b8ca6cff3b,0.48654545454545456,17.0,0.0890381722740863,0.01,1.0205882352941176,1375
0x8187516ccd85cb86f437f6d150e2b9f6cbea8f07,0.5190311418685121,0.58,0.015382242619052577,0.0,2.0638297872340425,289
0xb1db6ac89c74990ad4e7f8d7ad3b98293d08954d,0.4861111111111111,1.5,0.0406322144982699,0.0,2.1491228070175437,360
0x3b16752915cf201f155e777e5b125d968c034e67,0.8617021276595744,8.89,0.16306102559774124,0.0,7.173913043478261,376
0x5f83a5602d1e20947bb82092f015e7a59e0c37de,0.32666666666666666,0.7,0.06667848792499738,0.004268544372661241,1.5689655172413792,150
0xf5f76e1e8c9f1f2ca5205dbdb03ef4f39bb56876,0.4265202702702703,50.99872268040448,1.0090623213432526,0.008,1.1627056672760512,1184
0x1319743b817cf0e5f206c84f3e97a4574b78b807,0.4619883040935672,1.0,0.08509607843294277,0.01,1.0238095238095237,171
0x3231478e254eedf32f64dfe3ad3eada44eed0006,0.4588477366255144,0.5,0.03793721685035032,0.002324436578722467,1.1748878923766817,486
0x6024a278779a85425b1c3630687c971650cceb88,0.49962602842183995,20.321414822926464,0.6498648921313892,0.0,1.3823529411764706,2674
0x5f20abebe0ba11a9dc0f08e654e416bbee8979f9,0.6454346238130022,600.0,0.8025308863805329,0.0,2.022968197879859,6845
0x57620f3cd22070cb6759b2fc1ae00775d187d942,0.46511627906976744,0.57,0.025482279897651363,0.0,1.7356687898089171,860
0x7fc4caa51e07cc7e25e34314e9881e88616e9e37,0.889763779527559,0.27,0.00413099599593496,0.0,11.675,508
0x90dcaccc5a87f303eba23e81a517e75b1482c10c,0.4725274725274725,3.9,0.07287122636474332,0.0,1.415929203539823,2184
0x91ea5041cbee313ef245922243bd4e2bb0650449,0.5446716899892358,0.21,0.019376246414924695,0.0,1.4103896103896103,929
0x0f45fa863ae1bd4d46b550e488b47cf8adfaabbc,0.5392051557465092,1.0,0.02321406575039814,0.0,1.3076923076923077,931
0xdc6e14eebcadab476730a93f2b61bfb4765840e7,0.5492424242424242,0.2,0.008984700374064226,0.0,2.6527777777777777,264
0x656d14de1a9986af0cd916644a96745bfc0031dc,0.504,0.5,0.025437586240124536,0.0,1.4606299212598426,625
0x79137d62f126836f96fed0fe044c7c0023f6cd15,0.406137773424747,24.3187948251887,0.28538418701411844,0.02,0.7188552188552189,3063
0x22ba2662ccf6a0191675bed265a0f295669a0d1e,0.8825659596482152,35.566427,0.5802386126875281,0.0,8.862244897959183,1933
0x5f927395213ee6b95de97bddcb1b2b1c0f16844f,0.0,29.302960657107896,0.13000854164171743,0.0535301224669535,0,10000
